Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Partitions scanned,,64,122071,76202,61152,122071,61152,61152,61152
Partitions scanned,,65,122071,91657,60897,122071,60897,60897,60897
Partitions scanned,,66,122071,84519,61121,122071,61121,61121,61121
Partitions scanned,,67,122071,91642,60802,122071,60802,60802,60802
Partitions scanned,,68,122071,82738,60920,122071,60920,60920,60920
Partitions scanned,,69,122071,85105,61256,122071,61256,61256,61256
Partitions scanned,,70,122071,78716,60810,122071,60810,60810,60810
Partitions scanned,,71,122071,89096,60898,122071,60898,60898,60898
Partitions scanned,,72,122071,85487,60872,122071,60872,60872,60872
Partitions scanned,,73,122071,78208,60830,122071,60830,60830,60830
Partitions scanned,,74,122071,76086,60945,122071,60945,60945,60945
Partitions scanned,,75,122071,91275,60682,122071,60682,60682,60682
Partitions scanned,,76,122071,76349,60983,122071,60983,60983,60983
Partitions scanned,,77,122071,91723,91495,122071,60842,60842,60842
Partitions scanned,,78,122071,76489,61115,122071,61115,61115,61115
Partitions scanned,,79,122071,80534,60978,122071,60978,60978,60978
Partitions scanned,,80,122071,76989,61134,122071,61134,61134,61134
Partitions scanned,,81,122071,91835,61246,122071,61246,61246,61246
Partitions scanned,,82,122071,76154,60966,122071,60966,60966,60966
Partitions scanned,,83,122071,91456,61218,122071,61218,61218,61218
Partitions scanned,,84,122071,91575,61109,122071,61109,61109,61109
Partitions scanned,,85,122071,91731,60841,122071,60841,60841,60841
Partitions scanned,,86,122071,86588,61162,122071,61162,61162,61162
Partitions scanned,,87,122071,91640,61181,122071,61181,61181,61181
Partitions scanned,,88,122071,81247,61207,122071,61207,61207,61207
Partitions scanned,,89,122071,90741,61409,122071,61409,61409,61409
Partitions scanned,,90,122071,76155,60792,122071,60792,60792,60792
Partitions scanned,,91,122071,76729,61450,122071,61450,61450,61450
Partitions scanned,,92,122071,76202,60893,122071,60893,60893,60893
Partitions scanned,,93,122071,79600,61108,122071,61108,61108,61108
Partitions scanned,,94,122071,76340,60971,122071,60971,60971,60971
Partitions scanned,,95,122071,76462,61158,122071,61158,61158,61158
Partitions scanned,,96,122069,91177,60714,122069,60714,60714,60714
Partitions scanned,,97,122071,76359,61081,122071,61081,61081,61081
Partitions scanned,,98,122071,76542,61061,122071,61061,61061,61061
Partitions scanned,,99,122071,80679,61162,122071,61162,61162,61162
Partitions scanned,,100,122071,91272,60985,122071,60985,60985,60985
Partitions scanned,,101,122071,76485,61316,122071,61316,61316,61316
Partitions scanned,,102,122071,76202,60727,122071,60727,60727,60727
Partitions scanned,,103,122071,77131,61096,122071,61096,61096,61096
Partitions scanned,,104,122071,91658,60976,122071,60976,60976,60976
Partitions scanned,,105,122071,76017,60770,122071,60770,60770,60770
Partitions scanned,,106,122071,76154,60966,122071,60966,60966,60966
Partitions scanned,,107,122071,91409,61176,122071,61176,61176,61176
Partitions scanned,,108,122071,90815,91818,122071,61269,91818,61269
Partitions scanned,,109,122071,76271,61114,122071,61114,61114,61114
Partitions scanned,,110,122071,76143,60966,122071,60966,60966,60966
Partitions scanned,,111,122071,88333,61522,122071,61522,61522,61522
Partitions scanned,,112,122071,76374,61236,122071,61236,61236,61236
Partitions scanned,,113,122071,91520,61016,122071,61016,61016,61016
Partitions scanned,,114,122071,76288,61002,122071,61002,61002,61002
Partitions scanned,,115,122071,91663,61221,122071,61221,61221,61221
Partitions scanned,,116,122071,76131,60854,122071,60854,60854,60854
Partitions scanned,,117,122071,76154,60966,122071,60966,60966,60966
Partitions scanned,,118,122071,76058,60957,122071,60957,60957,60957
Partitions scanned,,119,122071,81247,61207,122071,61207,61207,61207
Partitions scanned,,120,122071,76222,60952,122071,60952,60952,60952
Partitions scanned,,121,122071,84416,61143,122071,61143,61143,61143
Partitions scanned,,122,122071,75875,60777,122071,60777,60777,60777
Partitions scanned,,123,122071,82311,60974,122071,60974,60974,60974
Partitions scanned,,124,122071,77344,61153,122071,61153,61153,61153
Partitions scanned,,125,122071,76012,60962,122071,60962,60962,60962
Partitions scanned,,126,122071,76193,61050,122071,61050,61050,61050
Partitions scanned,,127,122071,91570,60855,122071,60855,60855,60855
Partitions scanned,,128,122071,82257,61319,122071,61319,61319,61319
Partitions scanned,,129,122071,76338,61059,122071,61059,61059,61059
Partitions scanned,,130,122071,88392,61015,122071,61015,61015,61015
Partitions scanned,,131,122071,91363,61234,122071,61234,61234,61234
Partitions scanned,,132,122071,91647,61206,122071,61206,61206,61206
Partitions scanned,,133,122071,76154,60966,122071,60966,60966,60966
Partitions scanned,,134,122071,76539,61400,122071,61400,61400,61400
Partitions scanned,,135,122071,90062,61202,122071,61202,61202,61202
Partitions scanned,,136,122071,77250,61009,122071,61009,61009,61009
Partitions scanned,,137,122071,79182,60920,122071,60920,60920,60920
Partitions scanned,,138,122071,91524,61077,122071,61077,61077,61077
Partitions scanned,,139,122071,91711,61159,122071,61159,61159,61159
Partitions scanned,,140,122071,76330,60896,122071,60896,60896,60896
Partitions scanned,,141,122071,76163,60968,122071,60968,60968,60968
Partitions scanned,,142,122071,79219,61050,122071,61050,61050,61050
Partitions scanned,,143,122071,89402,60950,122071,60950,60950,60950
Partitions scanned,,144,122071,88355,60973,122071,60973,60973,60973
Partitions scanned,,145,122071,91510,61106,122071,61106,61106,61106
Partitions scanned,,146,122071,91681,60897,122071,60897,60897,60897
Partitions scanned,,147,122071,91560,61265,122071,61265,61265,61265
Partitions scanned,,148,122071,76370,61077,122071,61077,61077,61077
Partitions scanned,,149,60800,60800,60800,60800,60800,60800,60800
Partitions scanned,,150,122071,88926,61174,122071,61174,61174,61174
Partitions scanned,,151,122071,76351,61229,122071,61229,61229,61229
Partitions scanned,,152,122071,76930,60602,122071,60602,60602,60602
Partitions scanned,,153,122071,75939,60732,122071,60732,60732,60732
Partitions scanned,,154,122071,78504,61283,122071,61283,61283,61283
Partitions scanned,,155,122071,91515,61499,122071,61499,61499,61499
Partitions scanned,,156,122071,85565,60816,122071,60816,60816,60816
Partitions scanned,,157,122069,76218,60723,122069,60723,60723,60723
Partitions scanned,,158,122071,76491,61310,122071,61310,61310,61310
Partitions scanned,,159,122071,91616,61034,122071,61034,61034,61034
Partitions scanned,,160,122071,76453,61175,122071,61175,61175,61175
Partitions scanned,,161,122071,76211,61067,122071,61067,61067,61067
Partitions scanned,,162,122071,76470,60974,122071,60974,60974,60974
Partitions scanned,,163,122071,91709,61260,122071,61260,61260,61260
Partitions scanned,,164,122071,76420,61233,122071,61233,61233,61233
Partitions scanned,,165,122071,91747,61429,122071,61429,61429,61429
Partitions scanned,,166,122041,76126,60756,122041,60756,60756,60756
Partitions scanned,,167,122071,91546,60898,122071,60898,60898,60898
Partitions scanned,,168,122071,76388,91682,122071,61186,91682,61186
Partitions scanned,,169,122071,84447,61028,122071,61028,61028,61028
Partitions scanned,,170,122071,77262,60943,122071,60943,60943,60943
Partitions scanned,,171,122071,76673,60786,122071,60786,60786,60786
Partitions scanned,,172,122071,76510,61053,122071,61053,61053,61053
Partitions scanned,,173,122068,76316,61156,122068,61156,61156,61156
Partitions scanned,,174,122071,91888,61449,122071,61449,61449,61449
Partitions scanned,,175,122071,76255,60961,122071,60961,60961,60961
Partitions scanned,,176,122071,76254,60761,122071,60761,60761,60761
Partitions scanned,,177,122071,91465,91359,122071,60939,60939,60939
Partitions scanned,,178,122071,78097,61010,122071,61010,61010,61010
Partitions scanned,,179,122071,76059,60966,122071,60966,60966,60966
Partitions scanned,,180,122071,76233,61195,122071,61195,61195,61195
Partitions scanned,,181,122071,91572,61152,122071,61152,61152,61152
Partitions scanned,,182,122071,91590,106998,122071,61183,61183,61183
Partitions scanned,,183,122071,77344,61153,122071,61153,61153,61153
Partitions scanned,,184,122071,91524,61077,122071,61077,61077,61077
Partitions scanned,,185,122071,76930,60602,122071,60602,60602,60602
Partitions scanned,,186,122071,91600,60912,122071,60912,60912,60912
Partitions scanned,,187,122071,87935,60988,122071,60988,60988,60988
Partitions scanned,,188,122071,76228,61024,122071,61024,61024,61024
Partitions scanned,,189,122071,91711,61159,122071,61159,61159,61159
Partitions scanned,,190,122071,91106,60771,122071,60771,60771,60771
Partitions scanned,,191,122071,76320,60795,122071,60795,60795,60795
Partitions scanned,,192,122071,76722,61451,122071,61451,61451,61451
Partitions scanned,,193,122071,88760,60803,122071,60803,60803,60803
Partitions scanned,,194,122071,76202,60893,122071,60893,60893,60893
Partitions scanned,,195,122071,83324,60859,122071,60859,60859,60859
Partitions scanned,,196,122071,76415,61290,122071,61290,61290,61290
Partitions scanned,,197,122041,76126,60756,122041,60756,60756,60756
Partitions scanned,,198,122071,91272,60985,122071,60985,60985,60985
Partitions scanned,,199,122071,91502,61088,122071,61088,61088,61088
Partitions scanned,,200,122071,76796,61012,122071,61012,61012,61012
Partitions scanned,,201,122071,76415,61290,122071,61290,61290,61290
Partitions scanned,,202,122071,77576,60882,122071,60882,60882,60882
Partitions scanned,,203,122071,91352,61128,122071,61128,61128,61128
Partitions scanned,,204,122071,76058,60957,122071,60957,60957,60957
Partitions scanned,,205,122071,78932,60834,122071,60834,60834,60834
Partitions scanned,,206,122071,76464,60961,122071,60961,60961,60961
Partitions scanned,,207,122071,76258,61035,122071,61035,61035,61035
Partitions scanned,,208,122071,91445,60895,122071,60895,60895,60895
Partitions scanned,,209,122071,76420,91802,122071,61229,61229,61229
Partitions scanned,,210,122071,91711,61159,122071,61159,61159,61159
Partitions scanned,,211,122071,90567,91865,122071,61232,61232,61232
Partitions scanned,,212,122071,80712,91471,122071,60915,60915,60915
Partitions scanned,,213,122071,76495,61206,122071,61206,61206,61206
Partitions scanned,,214,122071,91484,60847,122071,60847,60847,60847
Partitions scanned,,215,122071,84407,60847,122071,60847,60847,60847
Partitions scanned,,216,122071,91644,60964,122071,60964,60964,60964
Partitions scanned,,217,122071,91493,61224,122071,61224,61224,61224
Partitions scanned,,218,122071,90062,61202,122071,61202,61202,61202
Partitions scanned,,219,122071,85440,60708,122071,60708,60708,60708
Partitions scanned,,220,122071,75848,60690,122071,60690,60690,60690
Partitions scanned,,221,122071,80320,60891,122071,60891,60891,60891
Partitions scanned,,222,122071,85416,60930,122071,60930,60930,60930
Partitions scanned,,223,122071,91600,60912,122071,60912,60912,60912
Partitions scanned,,224,122071,91477,61149,122071,61149,61149,61149
Partitions scanned,,225,122071,76044,60864,122071,60864,60864,60864
Partitions scanned,,226,122071,82915,60973,122071,60973,60973,60973
Partitions scanned,,227,122071,84407,60847,122071,60847,60847,60847
Partitions scanned,,228,122071,76384,61149,122071,61149,61149,61149
Partitions scanned,,229,122071,91438,91202,122071,60765,60765,60765
Partitions scanned,,230,122071,88380,91867,122071,61205,61205,61205
Partitions scanned,,231,122071,91610,60999,122071,60999,60999,60999
Partitions scanned,,232,122071,76422,61058,122071,61058,61058,61058
Partitions scanned,,233,122071,84519,61121,122071,61121,61121,61121
Partitions scanned,,234,122071,76125,60661,122071,60661,60661,60661
Partitions scanned,,235,122071,76564,60821,122071,60821,60821,60821
Partitions scanned,,236,122071,91607,61181,122071,61181,61181,61181
Partitions scanned,,237,122071,79600,61108,122071,61108,61108,61108
Partitions scanned,,238,122071,91454,60890,122071,60890,60890,60890
Partitions scanned,,239,122071,76224,61007,122071,61007,61007,61007
Partitions scanned,,240,122071,91584,91485,122071,60916,60916,60916
Partitions scanned,,241,122071,76539,61400,122071,61400,61400,61400
Partitions scanned,,242,122071,75925,60679,122071,60679,60679,60679
Partitions scanned,,243,122071,76193,60965,122071,60965,60965,60965
Partitions scanned,,244,122071,89459,60929,122071,60929,60929,60929
Partitions scanned,,245,122071,89880,61121,122071,61121,61121,61121
Partitions scanned,,246,122071,86589,61149,122071,61149,61149,61149
Partitions scanned,,247,122071,78932,60834,122071,60834,60834,60834
Partitions scanned,,248,122071,90303,60797,122071,60797,60797,60797
Partitions scanned,,249,122071,76244,61022,122071,61022,61022,61022
Partitions scanned,,250,122071,78669,91632,122071,60974,60974,60974
Partitions scanned,,251,122071,91081,61384,122071,61384,61384,61384
Partitions scanned,,252,122071,91584,91485,122071,60916,60916,60916
Partitions scanned,,253,122071,81529,91772,122071,61316,61316,61316
Partitions scanned,,254,122071,77586,61096,122071,61096,61096,61096
Partitions scanned,,255,122071,76193,60965,122071,60965,60965,60965
Partitions scanned,,256,122071,76295,61014,122071,61014,61014,61014
Partitions scanned,,257,122071,76321,61285,122071,61285,61285,61285
Partitions scanned,,258,122071,87872,60848,122071,60848,60848,60848
Partitions scanned,,259,122071,76706,61277,122071,61277,61277,61277
Partitions scanned,,260,122071,91618,60942,122071,60942,60942,60942
Partitions scanned,,261,122071,82708,61335,122071,61335,61335,61335
Partitions scanned,,262,122071,76313,61259,122071,61259,61259,61259
Partitions scanned,,263,122071,89824,61025,122071,61025,61025,61025
Partitions scanned,,264,122071,83739,61248,122071,61248,61248,61248
Partitions scanned,,265,122071,85336,61043,122071,61043,61043,61043
Partitions scanned,,266,122071,76396,61127,122071,61127,61127,61127
Partitions scanned,,267,122071,91546,60733,122071,60733,60733,60733
Partitions scanned,,268,122071,76108,60580,122071,60580,60580,60580
Partitions scanned,,269,122071,91428,60976,122071,60976,60976,60976
Partitions scanned,,270,122071,91644,60964,122071,60964,60964,60964
Partitions scanned,,271,122071,91736,61154,122071,61154,61154,61154
Partitions scanned,,272,122071,76516,61357,122071,61357,61357,61357
Partitions scanned,,273,122071,80045,60977,122071,60977,60977,60977
Partitions scanned,,274,122071,76144,61199,122071,61199,61199,61199
Partitions scanned,,275,122071,75991,60700,122071,60700,60700,60700
Partitions scanned,,276,122071,76199,60749,122071,60749,60749,60749
Partitions scanned,,277,122071,91891,61162,122071,61162,61162,61162
Partitions scanned,,278,122071,77421,60804,122071,60804,60804,60804
Partitions scanned,,279,122071,76297,60948,122071,60948,60948,60948
Partitions scanned,,280,122071,76269,60840,122071,60840,60840,60840
Partitions scanned,,281,122071,91498,60986,122071,60986,60986,60986
Partitions scanned,,282,122071,81045,60739,122071,60739,60739,60739
Partitions scanned,,283,122071,76388,91682,122071,61186,91682,61186
Partitions scanned,,284,122071,76384,61192,122071,61192,61192,61192
Partitions scanned,,285,122071,76462,60990,122071,60990,60990,60990
Partitions scanned,,286,122071,91539,61108,122071,61108,61108,61108
Partitions scanned,,287,118273,76522,61084,118273,61084,61084,61084
Partitions scanned,,288,122071,88355,60973,122071,60973,60973,60973
Partitions scanned,,289,122071,88847,61012,122071,61012,61012,61012
Partitions scanned,,290,122071,76086,60945,122071,60945,60945,60945
Partitions scanned,,291,122071,76447,60854,122071,60854,60854,60854
Partitions scanned,,292,122071,91526,60941,122071,60941,60941,60941
Partitions scanned,,293,122071,76726,61116,122071,61116,61116,61116
Partitions scanned,,294,122071,91821,61147,122071,61147,61147,61147
Partitions scanned,,295,122071,78999,61219,122071,61219,61219,61219
Partitions scanned,,296,122071,91588,61258,122071,61258,61258,61258
Partitions scanned,,297,122071,90447,60723,122071,60723,60723,60723
Partitions scanned,,298,122071,76209,91514,122071,60851,91514,60851
Partitions scanned,,299,122071,76261,61003,122071,61003,61003,61003
Partitions scanned,,300,122071,79466,60853,122071,60853,60853,60853
Partitions scanned,,301,122071,76923,61172,122071,61172,61172,61172
Partitions scanned,,302,122071,86353,91865,122071,61312,61312,61312
Partitions scanned,,303,122071,87935,60988,122071,60988,60988,60988
Partitions scanned,,304,122071,91747,61429,122071,61429,61429,61429
Partitions scanned,,305,122071,76297,60923,122071,60923,60923,60923
Partitions scanned,,306,122071,76211,61067,122071,61067,61067,61067
Partitions scanned,,307,122071,91366,60863,122071,60863,60863,60863
Partitions scanned,,308,122071,91562,60983,122071,60983,60983,60983
Partitions scanned,,309,122071,81045,60739,122071,60739,60739,60739
Partitions scanned,,310,122071,88880,61209,122071,61209,61209,61209
Partitions scanned,,311,122071,76391,61160,122071,61160,61160,61160
Partitions scanned,,312,122071,76193,60965,122071,60965,60965,60965
Partitions scanned,,313,122071,90554,60830,122071,60830,60830,60830
Partitions scanned,,314,122071,76262,61084,122071,61084,61084,61084
Partitions scanned,,315,122068,76380,61012,122068,61012,61012,61012
Partitions scanned,,316,122071,76391,61009,122071,61009,61009,61009
Partitions scanned,,317,122071,91552,60912,122071,60912,60912,60912
Partitions scanned,,318,122071,91634,61293,122071,61293,61293,61293
Partitions scanned,,319,122071,77202,61058,122071,61058,61058,61058
Partitions scanned,,320,122071,76603,61220,122071,61220,61220,61220
Partitions scanned,,321,122071,76107,60812,122071,60812,60812,60812
Partitions scanned,,322,122071,76600,91578,122071,61037,61037,61037
Partitions scanned,,323,122071,76381,60950,122071,60950,60950,60950
Partitions scanned,,324,122071,82355,61019,122071,61019,61019,61019
Partitions scanned,,325,122071,76240,60762,122071,60762,60762,60762
Partitions scanned,,326,122071,91390,60781,122071,60781,60781,60781
Partitions scanned,,327,122071,86353,91865,122071,61312,61312,61312
Partitions scanned,,328,122071,86519,60779,122071,60779,60779,60779
Partitions scanned,,329,122041,76126,60756,122041,60756,60756,60756
Partitions scanned,,330,122071,91281,61166,122071,61166,61166,61166
Partitions scanned,,331,122071,91428,60976,122071,60976,60976,60976
Partitions scanned,,332,122071,76025,60766,122071,60766,60766,60766
Partitions scanned,,333,122071,76361,60921,122071,60921,60921,60921
Partitions scanned,,334,121641,76024,60651,121641,60651,60651,60651
Partitions scanned,,335,122071,76233,61012,122071,61012,61012,61012
Partitions scanned,,336,122071,84297,61315,122071,61315,61315,61315
Partitions scanned,,337,122071,76079,91453,122071,60595,60595,60595
Partitions scanned,,338,122071,86706,61227,122071,61227,61227,61227
Partitions scanned,,339,122071,76276,60957,122071,60957,60957,60957
Partitions scanned,,340,122071,88710,91523,122071,61302,91523,61302
Partitions scanned,,341,122071,91804,91788,122071,61229,91788,61229
Partitions scanned,,342,122071,84612,60883,122071,60883,60883,60883
Partitions scanned,,343,122071,79182,60920,122071,60920,60920,60920
Partitions scanned,,344,122071,76336,60875,122071,60875,60875,60875
Partitions scanned,,345,122071,91690,61240,122071,61240,61240,61240
Partitions scanned,,346,122071,91484,60769,122071,60769,60769,60769
Partitions scanned,,347,122071,84754,61198,122071,61198,61198,61198
Partitions scanned,,348,122071,91465,91359,122071,60939,60939,60939
Partitions scanned,,349,122071,76724,60968,122071,60968,60968,60968
Partitions scanned,,350,122071,91658,61187,122071,61187,61187,61187
Partitions scanned,,351,122071,86847,91697,122071,61029,61029,61029
Partitions scanned,,352,122071,85838,60931,122071,60931,60931,60931
Partitions scanned,,353,122071,91681,60897,122071,60897,60897,60897
Partitions scanned,,354,122071,76622,61459,122071,61459,61459,61459
Partitions scanned,,355,122071,91438,91202,122071,60765,60765,60765
Partitions scanned,,356,122071,76313,61074,122071,61074,61074,61074
Partitions scanned,,357,122071,76542,61061,122071,61061,61061,61061
Partitions scanned,,358,122071,91339,61203,122071,61203,61203,61203
Partitions scanned,,359,122071,76257,60855,122071,60855,60855,60855
Partitions scanned,,360,122071,76110,61064,122071,61064,61064,61064
Partitions scanned,,361,122071,76554,61115,122071,61115,61115,61115
Partitions scanned,,362,122071,76253,91724,122071,61297,61297,61297
Partitions scanned,,363,122071,89682,91447,122071,60680,60680,60680
Partitions scanned,,364,122071,76398,60964,122071,60964,60964,60964
Partitions scanned,,365,122071,81701,60773,122071,60773,60773,60773
Partitions scanned,,366,121957,76291,61038,121957,61038,61038,61038
Partitions scanned,,367,122071,76563,60996,122071,60996,60996,60996
Partitions scanned,,368,122071,80626,61071,122071,61071,61071,61071
Partitions scanned,,369,122071,79436,61275,122071,61275,61275,61275
Partitions scanned,,370,122071,76453,61175,122071,61175,61175,61175
Partitions scanned,,371,122071,75784,60545,122071,60545,60545,60545
Partitions scanned,,372,122071,76267,61010,122071,61010,61010,61010
Partitions scanned,,373,122071,76507,61301,122071,61301,61301,61301
Partitions scanned,,374,122071,76222,60952,122071,60952,60952,60952
Partitions scanned,,375,122071,77955,91578,122071,60850,60850,60850
Partitions scanned,,376,122071,76012,60962,122071,60962,60962,60962
Partitions scanned,,377,122041,76126,60756,122041,60756,60756,60756
Partitions scanned,,378,122071,76704,61169,122071,61169,61169,61169
Partitions scanned,,379,122071,91835,61246,122071,61246,61246,61246
Partitions scanned,,380,122071,88847,61012,122071,61012,61012,61012
Partitions scanned,,381,122071,76247,61196,122071,61196,61196,61196
Partitions scanned,,382,122071,76107,60812,122071,60812,60812,60812
Partitions scanned,,383,122071,91607,61181,122071,61181,61181,61181
Partitions scanned,,384,122071,85179,60650,122071,60650,60650,60650
Partitions scanned,,385,122071,80447,60916,122071,60916,60916,60916
Partitions scanned,,386,122071,76344,91772,122071,61055,61055,61055
Partitions scanned,,387,122071,76460,61217,122071,61217,61217,61217
Partitions scanned,,388,122070,91339,91475,122070,60891,60891,60891
Partitions scanned,,389,122071,76338,61007,122071,61007,61007,61007
Partitions scanned,,390,122071,76495,61206,122071,61206,61206,61206
Partitions scanned,,391,122071,76059,60730,122071,60730,60730,60730
Partitions scanned,,392,122071,76200,60848,122071,60848,60848,60848
Partitions scanned,,393,122071,91748,61138,122071,61138,61138,61138
Partitions scanned,,394,122071,91037,60974,122071,60974,60974,60974
Partitions scanned,,395,122071,91619,61086,122071,61086,61086,61086
Partitions scanned,,396,122071,77387,61259,122071,61259,61259,61259
Partitions scanned,,397,122071,82814,61163,122071,61163,61163,61163
Partitions scanned,,398,122071,76348,60973,122071,60973,60973,60973
Partitions scanned,,399,122071,76197,61081,122071,61081,61081,61081
Partitions scanned,,400,122071,76236,60909,122071,60909,60909,60909
Partitions scanned,,401,122071,76923,61172,122071,61172,61172,61172
Partitions scanned,,402,122071,76513,61187,122071,61187,61187,61187
Partitions scanned,,403,122071,76233,61012,122071,61012,61012,61012
Partitions scanned,,404,122071,87755,60909,122071,60909,60909,60909
Partitions scanned,,405,122071,89682,91447,122071,60680,60680,60680
Partitions scanned,,406,122071,75895,60771,122071,60771,60771,60771
Partitions scanned,,407,122071,77608,61105,122071,61105,61105,61105
Partitions scanned,,408,122071,76254,60761,122071,60761,60761,60761
Partitions scanned,,409,122071,76013,60688,122071,60688,60688,60688
Partitions scanned,,410,122071,76261,61003,122071,61003,61003,61003
Partitions scanned,,411,121966,91611,61126,121966,61126,61126,61126
Partitions scanned,,412,122071,75784,60545,122071,60545,60545,60545
Partitions scanned,,413,122071,90754,61253,122071,61253,61253,61253
Partitions scanned,,414,122071,91545,61083,122071,61083,61083,61083
Partitions scanned,,415,122071,76283,61047,122071,61047,61047,61047
Partitions scanned,,416,122071,76359,61081,122071,61081,61081,61081
Partitions scanned,,417,122071,76505,61113,122071,61113,61113,61113
Partitions scanned,,418,122071,91663,60756,122071,60756,60756,60756
Partitions scanned,,419,122071,76460,61129,122071,61129,61129,61129
Partitions scanned,,420,122071,91353,60974,122071,60974,60974,60974
Partitions scanned,,421,122071,91520,61016,122071,61016,61016,61016
Partitions scanned,,422,122071,87408,61033,122071,61033,61033,61033
Partitions scanned,,423,122071,76553,61360,122071,61360,61360,61360
Partitions scanned,,424,122071,84519,61121,122071,61121,61121,61121
Partitions scanned,,425,122071,76471,61175,122071,61175,61175,61175
Partitions scanned,,426,122071,91709,61260,122071,61260,61260,61260
Partitions scanned,,427,122071,75764,60442,122071,60442,60442,60442
Partitions scanned,,428,122071,76519,61213,122071,61213,61213,61213
Partitions scanned,,429,122071,87872,60848,122071,60848,60848,60848
Partitions scanned,,430,122071,76090,60987,122071,60987,60987,60987
Partitions scanned,,431,122071,91496,60929,122071,60929,60929,60929
Partitions scanned,,432,122071,76193,61050,122071,61050,61050,61050
Partitions scanned,,433,121125,76441,61310,121125,61310,61310,61310
